X,Y,PC,PQ,EA,NO,CY,RH,LH,CC,DC,WC
-1.42543495685018,50.9215069459609,SO155GS,10,440483,113725,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42383448664026,50.9209235309542,SO155GT,10,440596,113661,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42323120640496,50.9213881698066,SO155GU,10,440638,113713,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42392429842631,50.9217153261786,SO155GW,10,440589,113749,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42503152082654,50.9219186214105,SO155GX,10,440511,113771,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42424640093932,50.922130576105,SO155GY,10,440566,113795,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42452849142826,50.9223298046652,SO155GZ,10,440546,113817,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42493740497985,50.9226285761671,SO155HA,10,440517,113850,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42524817652636,50.9228099589366,SO155HB,10,440495,113870,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42475836825058,50.9233021419154,SO155HD,10,440529,113925,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.4257626116629,50.9237836943746,SO155HE,10,440458,113978,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42534747935878,50.9239884827106,SO155HF,10,440487,114001,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42383351909536,50.9244576319061,SO155HG,10,440593,114054,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42363744858082,50.9242048705715,SO155HH,10,440607,114026,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42434367974064,50.9234709583497,SO155HJ,10,440558,113944,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42324842692631,50.9234475685189,SO155HL,10,440635,113942,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42320129857685,50.9238070411,SO155HN,10,440638,113982,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.4226048754789,50.9237141671343,SO155HP,10,440680,113972,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.4222777931632,50.9225524993952,SO155HQ,10,440704,113843,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42245416752534,50.9232458048246,SO155HR,10,440691,113920,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42151245246591,50.9223149017587,SO155HS,10,440758,113817,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42145420785361,50.922422524833,SO155HT,10,440762,113829,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42082890623259,50.9223654692,SO155HU,10,440806,113823,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.43198017442252,50.9226180847521,SO155HW,10,440022,113845,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42042229401727,50.9230289068041,SO155HX,10,440834,113897,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42076708707518,50.9227608385728,SO155HY,10,440810,113867,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41946259274905,50.9224036474961,SO155HZ,10,440902,113828,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41711558173519,50.9212229122376,SO155JA,10,441068,113698,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41932456839159,50.9209191758525,SO155JB,10,440913,113663,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41973421910383,50.9211550209173,SO155JD,10,440884,113689,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41886204993374,50.9203593311754,SO155JE,10,440946,113601,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.41781246883489,50.9201023088391,SO155JF,10,441020,113573,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42374560856157,50.9258150854953,SO155JG,10,440598,114205,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42427915656014,50.9263932455946,SO155JH,10,440560,114269,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.4247709208764,50.9268992563266,SO155JJ,10,440525,114325,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42537519166218,50.9275137301408,SO155JL,10,440482,114393,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42475037139492,50.9274117349093,SO155JN,10,440526,114382,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42380908234007,50.9264358901953,SO155JP,10,440593,114274,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42297287618822,50.9250199180223,SO155JQ,10,440653,114117,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42258650957658,50.9251978607847,SO155JR,10,440680,114137,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42232643293337,50.9243692522511,SO155JS,10,440699,114045,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.42120850767961,50.923878114185,SO155JT,10,440778,113991,E92000001,E19000002,E18000009,,E06000045,E05002467
-1.4218912956059,50.9238904891837,SO155JU,10,440730,113992,E92000001,E19000002,E18000009,,E06000045,E05002467
